epoch,loss,lr,mean_absolute_error,mean_absolute_percentage_error,r_squared,val_loss,val_mean_absolute_error,val_mean_absolute_percentage_error,val_r_squared
0,4.956657409667969,0.001,4.956657409667969,71.58160400390625,-1.7664475440979004,2.0166478157043457,2.0166478157043457,67.22159576416016,0.0
1,3.9304256439208984,0.001,3.9304256439208984,57.590484619140625,-0.7356526851654053,1.2098779678344727,1.2098779678344727,40.32926559448242,0.0
2,2.825711250305176,0.001,2.825711250305176,36.26343536376953,0.022661864757537842,1.2215646505355835,1.2215646505355835,40.71882247924805,0.0
3,1.7211750745773315,0.001,1.7211750745773315,40.99015808105469,0.767320990562439,1.9982939958572388,1.9982939958572388,66.60980224609375,0.0
4,0.6965629458427429,0.001,0.6965629458427429,12.240554809570312,0.9520268440246582,4.484385967254639,4.484385967254639,149.4795379638672,0.0
5,0.7229853868484497,0.001,0.7229853868484497,26.189489364624023,0.9545626640319824,6.174744606018066,6.174744606018066,205.8248291015625,0.0
6,1.1517024040222168,0.001,1.1517024040222168,24.342008590698242,0.8651436567306519,7.559611797332764,7.559611797332764,251.98704528808594,0.0
7,0.9203634858131409,0.001,0.9203634858131409,23.403745651245117,0.9306580424308777,6.979311943054199,6.979311943054199,232.6437225341797,0.0
8,0.3539987802505493,0.001,0.3539987802505493,10.69463062286377,0.9907569289207458,5.934722900390625,5.934722900390625,197.8240966796875,0.0
9,0.7616922855377197,0.001,0.7616922855377197,23.493328094482422,0.9594449996948242,5.473031044006348,5.473031044006348,182.4343719482422,0.0
10,1.1009531021118164,0.001,1.1009531021118164,25.79937171936035,0.89429771900177,5.033491134643555,5.033491134643555,167.7830352783203,0.0
11,0.63834547996521,0.001,0.63834547996521,13.427267074584961,0.9644245505332947,4.532733917236328,4.532733917236328,151.0911407470703,0.0
12,0.771581768989563,0.001,0.771581768989563,21.364891052246094,0.9583423733711243,3.558392286300659,3.558392286300659,118.61307525634766,0.0
