epoch,loss,lr,mean_absolute_error,mean_absolute_percentage_error,r_squared,val_loss,val_mean_absolute_error,val_mean_absolute_percentage_error,val_r_squared
0,2.334224224090576,0.001,2.334224224090576,38.751129150390625,0.14512473344802856,2.5878922939300537,2.5878922939300537,56.4495849609375,0.2496853470802307
1,2.279839515686035,0.001,2.279839515686035,37.42034149169922,0.17629921436309814,2.512699842453003,2.512699842453003,53.02660369873047,0.2697364091873169
2,2.2606630325317383,0.001,2.2606630325317383,37.36782455444336,0.19445669651031494,2.5928595066070557,2.5928595066070557,56.45351028442383,0.2264728546142578
3,2.210181474685669,0.001,2.210181474685669,36.3862190246582,0.22884094715118408,2.2791476249694824,2.2791476249694824,32.589210510253906,0.17343038320541382
4,2.173806667327881,0.001,2.173806667327881,36.53260040283203,0.26903510093688965,2.2654929161071777,2.2654929161071777,41.13540267944336,0.30862873792648315
5,2.1245667934417725,0.001,2.1245667934417725,36.29005432128906,0.31857073307037354,3.1484262943267822,3.1484262943267822,83.1000747680664,0.24703770875930786
6,2.0733187198638916,0.001,2.0733187198638916,35.56296920776367,0.3565053343772888,2.6263678073883057,2.6263678073883057,63.62836456298828,0.3287068009376526
7,2.03529691696167,0.001,2.03529691696167,35.4657096862793,0.393382728099823,2.1838889122009277,2.1838889122009277,43.543880462646484,0.44337159395217896
8,1.9860605001449585,0.001,1.9860605001449585,34.89012908935547,0.42495977878570557,2.351290702819824,2.351290702819824,53.82247543334961,0.4182359576225281
9,1.9300025701522827,0.001,1.9300025701522827,34.282630920410156,0.4669155478477478,2.2471683025360107,2.2471683025360107,50.05692672729492,0.39802104234695435
10,1.901592493057251,0.001,1.901592493057251,34.275611877441406,0.4881167411804199,2.2625062465667725,2.2625062465667725,50.02184295654297,0.44681280851364136
11,1.868661880493164,0.001,1.868661880493164,33.91260528564453,0.5117847919464111,2.0611937046051025,2.0611937046051025,38.855194091796875,0.4418755769729614
12,1.8206984996795654,0.001,1.8206984996795654,33.1901741027832,0.5369625091552734,2.2221486568450928,2.2221486568450928,45.35676956176758,0.372398316860199
13,1.8139839172363281,0.001,1.8139839172363281,33.1358642578125,0.5432178974151611,2.0651307106018066,2.0651307106018066,38.3619384765625,0.4474260210990906
14,1.7783093452453613,0.001,1.7783093452453613,32.967098236083984,0.5664291977882385,2.062971591949463,2.062971591949463,39.991817474365234,0.44901782274246216
15,1.7380859851837158,0.001,1.7380859851837158,32.32278060913086,0.5889424085617065,2.0068821907043457,2.0068821907043457,35.4713134765625,0.4243263602256775
16,1.680173397064209,0.001,1.680173397064209,31.62485694885254,0.6157501339912415,2.1121983528137207,2.1121983528137207,46.21840286254883,0.4623714089393616
17,1.6582082509994507,0.001,1.6582082509994507,31.63715171813965,0.634762167930603,1.9686729907989502,1.9686729907989502,31.980581283569336,0.3866901397705078
18,1.6323013305664062,0.001,1.6323013305664062,31.264137268066406,0.644724428653717,2.08949613571167,2.08949613571167,46.65254592895508,0.5086897611618042
19,1.5901299715042114,0.001,1.5901299715042114,30.53763198852539,0.6608033180236816,2.019444704055786,2.019444704055786,43.72456741333008,0.5068727731704712
20,1.5636507272720337,0.001,1.5636507272720337,30.042715072631836,0.6702810525894165,1.8998804092407227,1.8998804092407227,32.34804153442383,0.454007625579834
21,1.5520447492599487,0.001,1.5520447492599487,29.999401092529297,0.6787559986114502,2.141422986984253,2.141422986984253,51.88628005981445,0.5395199656486511
22,1.5407745838165283,0.001,1.5407745838165283,29.89384651184082,0.6829916834831238,1.843953251838684,1.843953251838684,34.490264892578125,0.5326571464538574
23,1.515137791633606,0.001,1.515137791633606,29.62630844116211,0.6979084014892578,2.3107049465179443,2.3107049465179443,58.25725555419922,0.5108845233917236
24,1.4980120658874512,0.001,1.4980120658874512,29.296171188354492,0.6985291838645935,1.970346212387085,1.970346212387085,44.298606872558594,0.5532108545303345
25,1.4752142429351807,0.001,1.4752142429351807,28.969924926757812,0.7129398584365845,2.0489399433135986,2.0489399433135986,49.05241394042969,0.5489335656166077
26,1.456619143486023,0.001,1.456619143486023,28.754579544067383,0.7189998626708984,1.8876091241836548,1.8876091241836548,35.022396087646484,0.4851793050765991
27,1.4346565008163452,0.001,1.4346565008163452,28.517288208007812,0.7284905910491943,2.203360080718994,2.203360080718994,54.48520278930664,0.5233044624328613
28,1.4303524494171143,0.001,1.4303524494171143,28.376996994018555,0.7329171299934387,2.0094783306121826,2.0094783306121826,43.507347106933594,0.514877200126648
29,1.4029959440231323,0.001,1.4029959440231323,27.83257484436035,0.742989182472229,2.2902979850769043,2.2902979850769043,57.8728141784668,0.5002753734588623
30,1.3941712379455566,0.001,1.3941712379455566,27.82781219482422,0.7451928853988647,1.8773484230041504,1.8773484230041504,36.16734313964844,0.5217218399047852
31,1.3765254020690918,0.001,1.3765254020690918,27.44881248474121,0.7541689276695251,2.2304885387420654,2.2304885387420654,48.9268684387207,0.39872074127197266
32,1.385685682296753,0.001,1.385685682296753,27.767812728881836,0.7507668733596802,2.3886146545410156,2.3886146545410156,64.71845245361328,0.5217761993408203
33,1.3498971462249756,0.001,1.3498971462249756,27.229726791381836,0.7653151750564575,1.8460872173309326,1.8460872173309326,37.46415710449219,0.5609887838363647
34,1.3418843746185303,0.001,1.3418843746185303,26.98077964782715,0.7682362794876099,2.2679286003112793,2.2679286003112793,53.43024444580078,0.48013389110565186
35,1.3180291652679443,0.001,1.3180291652679443,26.47671127319336,0.7737727761268616,2.160438060760498,2.160438060760498,52.93841552734375,0.5191987752914429
36,1.3050233125686646,0.001,1.3050233125686646,26.259756088256836,0.783701479434967,1.8775149583816528,1.8775149583816528,35.06309127807617,0.4964616894721985
37,1.2856972217559814,0.001,1.2856972217559814,26.140933990478516,0.7893662452697754,1.9893348217010498,1.9893348217010498,41.8565559387207,0.5047946572303772
38,1.2898975610733032,0.001,1.2898975610733032,26.222543716430664,0.7889221906661987,1.7361849546432495,1.7361849546432495,31.763044357299805,0.5517921447753906
39,1.2643319368362427,0.001,1.2643319368362427,25.807178497314453,0.7991554737091064,1.7973791360855103,1.7973791360855103,35.62068557739258,0.5537183284759521
40,1.1466071605682373,1e-04,1.1466071605682373,23.62676429748535,0.8359180092811584,1.7354124784469604,1.7354124784469604,34.635597229003906,0.5994613170623779
41,1.1011149883270264,1e-04,1.1011149883270264,22.996356964111328,0.8512839078903198,1.7902880907058716,1.7902880907058716,38.699527740478516,0.5976026058197021
42,1.0817861557006836,1e-04,1.0817861557006836,22.712745666503906,0.8576025366783142,1.7793631553649902,1.7793631553649902,36.55964279174805,0.5836050510406494
43,1.071923017501831,1e-04,1.071923017501831,22.606359481811523,0.860024631023407,1.7587873935699463,1.7587873935699463,37.1888542175293,0.6041903495788574
44,1.059600830078125,1e-04,1.059600830078125,22.44120216369629,0.8644256591796875,1.7585415840148926,1.7585415840148926,35.82065963745117,0.5917390584945679
45,1.0494998693466187,1e-04,1.0494998693466187,22.242328643798828,0.8667685985565186,1.7716972827911377,1.7716972827911377,34.988468170166016,0.569072961807251
46,1.040543794631958,1e-04,1.040543794631958,22.09807777404785,0.870026171207428,1.7978869676589966,1.7978869676589966,37.52391815185547,0.5729684829711914
47,1.0305430889129639,1e-04,1.0305430889129639,21.933975219726562,0.8712790012359619,1.7891554832458496,1.7891554832458496,38.81501007080078,0.5948734283447266
48,1.0213168859481812,1e-04,1.0213168859481812,21.790002822875977,0.874671459197998,1.7500479221343994,1.7500479221343994,35.935516357421875,0.5921935439109802
49,1.0168074369430542,1e-04,1.0168074369430542,21.794403076171875,0.8762426972389221,1.8336012363433838,1.8336012363433838,39.452327728271484,0.5709261298179626
50,1.007106065750122,1e-04,1.007106065750122,21.732040405273438,0.878584623336792,1.8175519704818726,1.8175519704818726,39.643280029296875,0.5843644738197327
51,1.0063426494598389,1e-04,1.0063426494598389,21.662654876708984,0.8792182803153992,1.843963623046875,1.843963623046875,41.569976806640625,0.5867692232131958
52,0.9954838752746582,1e-04,0.9954838752746582,21.55928611755371,0.8827743530273438,1.8654252290725708,1.8654252290725708,43.315677642822266,0.5909888744354248
53,0.9914328455924988,1e-04,0.9914328455924988,21.444067001342773,0.883280336856842,1.7763174772262573,1.7763174772262573,38.50504684448242,0.596115231513977
54,0.9842246770858765,1e-04,0.9842246770858765,21.317136764526367,0.8852367401123047,1.827561616897583,1.827561616897583,40.88400650024414,0.5930541753768921
55,0.9792879819869995,1e-04,0.9792879819869995,21.203079223632812,0.8854655623435974,1.8343867063522339,1.8343867063522339,41.35466003417969,0.5909990072250366
56,0.9784952402114868,1e-04,0.9784952402114868,21.27191162109375,0.8862385153770447,1.7542318105697632,1.7542318105697632,36.17439270019531,0.593249499797821
57,0.9633630514144897,1e-04,0.9633630514144897,21.00057601928711,0.8905246257781982,1.7750263214111328,1.7750263214111328,38.394710540771484,0.6088888645172119
58,0.9682777523994446,1e-04,0.9682777523994446,21.1324405670166,0.8894470930099487,1.822340726852417,1.822340726852417,40.58608627319336,0.5965511798858643
59,0.9524978995323181,1e-04,0.9524978995323181,20.852108001708984,0.8934949636459351,1.8245049715042114,1.8245049715042114,41.56776809692383,0.5988427400588989
60,0.9587564468383789,1e-04,0.9587564468383789,20.959089279174805,0.8914809226989746,1.7752392292022705,1.7752392292022705,38.275516510009766,0.5984368324279785
61,0.9473088383674622,1e-04,0.9473088383674622,20.822006225585938,0.8950955271720886,1.7597827911376953,1.7597827911376953,38.70281982421875,0.6126037836074829
62,0.9438070058822632,1e-04,0.9438070058822632,20.68922233581543,0.896693766117096,1.7937161922454834,1.7937161922454834,39.83528137207031,0.6039754748344421
63,0.9380582571029663,1e-04,0.9380582571029663,20.51491928100586,0.8969151377677917,1.7571498155593872,1.7571498155593872,37.455997467041016,0.6030813455581665
64,0.9281919598579407,1e-04,0.9281919598579407,20.4627742767334,0.8995205760002136,1.7370189428329468,1.7370189428329468,36.18326950073242,0.5998671054840088
65,0.9212586879730225,1e-05,0.9212586879730225,20.266992568969727,0.9014252424240112,1.769652009010315,1.769652009010315,38.406253814697266,0.6021385192871094
66,0.9195905923843384,1e-05,0.9195905923843384,20.266056060791016,0.9012824296951294,1.779207706451416,1.779207706451416,38.8734016418457,0.5997891426086426
67,0.9122745394706726,1e-05,0.9122745394706726,20.15561866760254,0.9042770266532898,1.7638869285583496,1.7638869285583496,38.07227325439453,0.6036794185638428
68,0.9094639420509338,1e-05,0.9094639420509338,20.142349243164062,0.905367910861969,1.7619752883911133,1.7619752883911133,37.73025894165039,0.6034622192382812
69,0.9109013080596924,1e-05,0.9109013080596924,20.06600570678711,0.9044294953346252,1.7678947448730469,1.7678947448730469,38.26539993286133,0.6033065915107727
70,0.9104587435722351,1e-05,0.9104587435722351,20.133024215698242,0.9037988185882568,1.7600455284118652,1.7600455284118652,38.118648529052734,0.607036828994751
71,0.9057210087776184,1e-05,0.9057210087776184,20.08745765686035,0.9049023985862732,1.7621641159057617,1.7621641159057617,37.94060516357422,0.6059099435806274
72,0.9084988236427307,1e-05,0.9084988236427307,20.08271598815918,0.9045937061309814,1.7682760953903198,1.7682760953903198,38.420509338378906,0.6049726605415344
73,0.9107769727706909,1e-05,0.9107769727706909,20.24945640563965,0.9044556021690369,1.768189549446106,1.768189549446106,37.95387268066406,0.6004412770271301
74,0.9074119925498962,1e-05,0.9074119925498962,20.114784240722656,0.9049233198165894,1.7638016939163208,1.7638016939163208,38.27324676513672,0.6059770584106445
75,0.9071010947227478,1e-05,0.9071010947227478,20.072084426879883,0.9048777222633362,1.7682428359985352,1.7682428359985352,38.406375885009766,0.6048955917358398
76,0.8992570042610168,1e-05,0.8992570042610168,19.880706787109375,0.906833291053772,1.7659142017364502,1.7659142017364502,38.300228118896484,0.6048134565353394
